calibration,coefficient,value
element_reference,mu_Z1,1.7790669372905676
element_reference,mu_Z2,5.2191784463167945
element_reference,mu_Z3,3.4460035045598683
element_reference,mu_Z4,1.4788487083979096
element_reference,mu_Z5,-1.4890024211675408
element_reference,mu_Z6,-3.9758925313550386
element_reference,mu_Z7,-2.8725709262110777
element_reference,mu_Z8,0.9090495090877717
element_reference,mu_Z9,3.8130504311049407
element_reference,mu_Z10,5.228037885307496
element_reference,mu_Z11,4.026369796118868
element_reference,mu_Z12,3.611371080343058
element_reference,mu_Z13,1.4900277672963864
element_reference,mu_Z14,-0.26475896038188484
element_reference,mu_Z15,-0.18728780701533693
element_reference,mu_Z16,1.3533998154970441
element_reference,mu_Z17,3.6149005970650685
element_reference,mu_Z18,5.151066300979614
element_reference,mu_Z19,4.213992963412967
element_reference,mu_Z20,3.338589323025167
element_reference,mu_Z21,-1.0511821179128946
element_reference,mu_Z22,-2.6918484387067143
element_reference,mu_Z23,-3.2494005413794187
element_reference,mu_Z24,-4.021119860317588
element_reference,mu_Z25,-3.222424992807379
element_reference,mu_Z26,-3.1761503159443842
element_reference,mu_Z27,-1.8929813154985975
element_reference,mu_Z28,-0.4987270485876508
element_reference,mu_Z29,1.0979736978826176
element_reference,mu_Z30,3.9722272434258903
element_reference,mu_Z31,2.220417342673696
element_reference,mu_Z32,0.5749557722056442
element_reference,mu_Z33,0.6580224803804455
element_reference,mu_Z34,1.955944212973113
element_reference,mu_Z35,3.8306923592627498
element_reference,mu_Z36,5.163893220162055
element_reference,mu_Z37,4.353581956778217
element_reference,mu_Z38,3.6772372412576084
element_reference,mu_Z39,-1.1477781167105268
element_reference,mu_Z40,-3.231500529631466
element_reference,mu_Z41,-4.971382398281058
element_reference,mu_Z42,-5.163553149200914
element_reference,mu_Z43,-5.151246245604048
element_reference,mu_Z44,-4.049016091359138
element_reference,mu_Z45,-2.0799083270624026
element_reference,mu_Z46,0.036130841335397866
element_reference,mu_Z47,2.3314020598758036
element_reference,mu_Z48,4.319412228585847
element_reference,mu_Z49,2.5839128722644733
element_reference,mu_Z50,1.1557200743110505
element_reference,mu_Z51,1.1463798366649687
element_reference,mu_Z52,2.200144348882676
element_reference,mu_Z53,3.849748116131766
element_reference,mu_Z54,5.190773695076392
element_reference,mu_Z55,4.441112611702676
element_reference,mu_Z56,3.414210881486429
element_reference,mu_Z57,0.45267833379908856
element_reference,mu_Z58,-0.4761657955926415
element_reference,mu_Z59,0.543341682460246
element_reference,mu_Z60,0.593029925471239
element_reference,mu_Z61,0.5350613042618623
element_reference,mu_Z62,0.6413544575292731
element_reference,mu_Z63,-4.9386217684659135
element_reference,mu_Z64,-8.86770824679767
element_reference,mu_Z65,0.7096077114683973
element_reference,mu_Z66,0.7500277354467617
element_reference,mu_Z67,0.7817050573749186
element_reference,mu_Z68,0.780278772380364
element_reference,mu_Z69,0.8541242326919182
element_reference,mu_Z70,3.9797378655410065
element_reference,mu_Z71,0.8238162824442847
element_reference,mu_Z72,-4.674282206533464
element_reference,mu_Z73,-6.701143610590554
element_reference,mu_Z74,-6.757823234941689
element_reference,mu_Z75,-7.296780093179826
element_reference,mu_Z76,-5.96001837562897
element_reference,mu_Z77,-3.5298780466064605
element_reference,mu_Z78,-0.7428852750684903
element_reference,mu_Z79,1.9911844630773143
element_reference,mu_Z80,4.908513618930764
element_reference,mu_Z81,2.8650443883597143
element_reference,mu_Z82,1.4989984078808867
element_reference,mu_Z83,1.2718900210846869
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.177351984452623
element_reference,mu_Z90,-2.1239505584598497
element_reference,mu_Z91,-4.269995897830419
element_reference,mu_Z92,-5.684800657883765
element_reference,mu_Z93,-7.016764986156582
element_reference,mu_Z94,-8.575918821892085
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-5.226578824663636
affine_energy_composition,alpha_energy,0.9928060118269245
affine_energy_composition,beta_Z1,-1.7612022641230747
affine_energy_composition,beta_Z2,-5.176704681338085
affine_energy_composition,beta_Z3,-3.4216107007002035
affine_energy_composition,beta_Z4,-1.4649340114416676
affine_energy_composition,beta_Z5,1.4786057377323887
affine_energy_composition,beta_Z6,3.953123566885608
affine_energy_composition,beta_Z7,2.849393759042022
affine_energy_composition,beta_Z8,-0.9221032268142875
affine_energy_composition,beta_Z9,-3.8082930715276033
affine_energy_composition,beta_Z10,-5.185519616293321
affine_energy_composition,beta_Z11,-3.996273721897504
affine_energy_composition,beta_Z12,-3.5801909089522606
affine_energy_composition,beta_Z13,-1.4777746447965026
affine_energy_composition,beta_Z14,0.2619977552526897
affine_energy_composition,beta_Z15,0.1853860438024203
affine_energy_composition,beta_Z16,-1.3517411197696776
affine_energy_composition,beta_Z17,-3.5982995965554117
affine_energy_composition,beta_Z18,-5.1091017646311
affine_energy_composition,beta_Z19,-4.18430251594241
affine_energy_composition,beta_Z20,-3.317697406804267
affine_energy_composition,beta_Z21,1.039367128968226
affine_energy_composition,beta_Z22,2.6683966374460204
affine_energy_composition,beta_Z23,3.226764417376206
affine_energy_composition,beta_Z24,3.9982759409309256
affine_energy_composition,beta_Z25,3.2023471071164193
affine_energy_composition,beta_Z26,3.160856555049878
