id,formula,cif_path,split,y_true,canonical_reference_prediction,canonical_reference_col,natoms,nelements
mb-mp-e-form-090598,Li4Co3Ni3(PO4)6,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-090598.cif,train,-2.147469520568848,-2.1731145858764647,pred_element_reference,40,5
mb-mp-e-form-127644,Li5Ti12O24,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-127644.cif,train,-3.2634477615356445,-3.259923795374428,pred_element_reference,41,3
mb-mp-e-form-037185,Al9Ir2,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-037185.cif,train,-0.5152909755706787,-0.5137802470814098,pred_element_reference,22,2
mb-mp-e-form-109201,Sr2CoWO6,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-109201.cif,train,-2.6150670051574707,-2.621416473388672,pred_element_reference,10,4
mb-mp-e-form-073363,LiHoSe2,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-073363.cif,train,-1.6801869869232178,-1.6804364919662476,pred_element_reference,8,3
mb-mp-e-form-075801,YBiO3,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-075801.cif,train,-1.717557668685913,-1.7176986694335938,pred_element_reference,5,3
mb-mp-e-form-055202,NiH9C4(NO2)3,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-055202.cif,train,-0.9571769833564758,-0.96343529742697,pred_element_reference,92,5
mb-mp-e-form-050851,LiSm(CuP)2,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-050851.cif,train,-0.8025118112564087,-0.8055236339569092,pred_element_reference,6,4
mb-mp-e-form-132489,SmTh4O10,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-132489.cif,train,-4.136364936828613,-4.128278096516927,pred_element_reference,15,3
mb-mp-e-form-118275,BaMg2V2O8,<RUNS_ROOT>/official_benchmark_214/matbench_e_form_5fold/fold0/dataset/cifs/mb-mp-e-form-118275.cif,train,-2.87835431098938,-2.873331216665415,pred_element_reference,52,4
