calibration,coefficient,value
element_reference,mu_Z1,1.956655573001138
element_reference,mu_Z2,0.0
element_reference,mu_Z3,3.760058185335963
element_reference,mu_Z4,1.6632035826579488
element_reference,mu_Z5,-1.2872329429137426
element_reference,mu_Z6,-3.7173430338253595
element_reference,mu_Z7,-2.684187385690989
element_reference,mu_Z8,1.0798319657666469
element_reference,mu_Z9,4.06049980977283
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.281695013298432
element_reference,mu_Z12,3.8140979915690734
element_reference,mu_Z13,1.685328195117312
element_reference,mu_Z14,-0.05264000640950064
element_reference,mu_Z15,-0.056664071802648326
element_reference,mu_Z16,1.5727719725752298
element_reference,mu_Z17,3.8100823320240136
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.493866589006639
element_reference,mu_Z20,3.5562934783395947
element_reference,mu_Z21,-0.8317641032393028
element_reference,mu_Z22,-2.4486638144155446
element_reference,mu_Z23,-3.209003242123733
element_reference,mu_Z24,-3.9614764017358626
element_reference,mu_Z25,-3.326974162063463
element_reference,mu_Z26,-2.9107946133962614
element_reference,mu_Z27,-1.690577321790967
element_reference,mu_Z28,-0.2961116046953593
element_reference,mu_Z29,1.3197686284491377
element_reference,mu_Z30,4.175677141490982
element_reference,mu_Z31,2.431536237052279
element_reference,mu_Z32,0.7889916288640335
element_reference,mu_Z33,0.8576201753129963
element_reference,mu_Z34,2.153614868973521
element_reference,mu_Z35,4.022164120898742
element_reference,mu_Z36,3.781612481825411
element_reference,mu_Z37,4.534320036750899
element_reference,mu_Z38,3.87696398290137
element_reference,mu_Z39,-0.9712613055452234
element_reference,mu_Z40,-2.982539348242821
element_reference,mu_Z41,-4.849744237217899
element_reference,mu_Z42,-4.961126216126895
element_reference,mu_Z43,-5.0487233639186195
element_reference,mu_Z44,-3.8328372818108805
element_reference,mu_Z45,-1.8926010085040013
element_reference,mu_Z46,0.25830306215656684
element_reference,mu_Z47,2.544223464386717
element_reference,mu_Z48,4.473278824726175
element_reference,mu_Z49,2.7716684379371617
element_reference,mu_Z50,1.3329773030173808
element_reference,mu_Z51,1.3610334703837703
element_reference,mu_Z52,2.3859086701972805
element_reference,mu_Z53,4.067599684933991
element_reference,mu_Z54,5.323109924460179
element_reference,mu_Z55,4.773905056452448
element_reference,mu_Z56,3.652717536059941
element_reference,mu_Z57,0.6611242941500508
element_reference,mu_Z58,-0.24248706491726546
element_reference,mu_Z59,0.752432618080431
element_reference,mu_Z60,0.7470164157306358
element_reference,mu_Z61,0.7089069189060843
element_reference,mu_Z62,0.8897602824114854
element_reference,mu_Z63,-4.68722494146199
element_reference,mu_Z64,-8.663799263467173
element_reference,mu_Z65,0.9957088932310139
element_reference,mu_Z66,0.9456773113748815
element_reference,mu_Z67,0.9640944072075133
element_reference,mu_Z68,0.9880279877989276
element_reference,mu_Z69,1.0719133393356486
element_reference,mu_Z70,4.18763686759948
element_reference,mu_Z71,1.0431358826280916
element_reference,mu_Z72,-4.460883006020659
element_reference,mu_Z73,-6.4622653609653735
element_reference,mu_Z74,-6.541327682974422
element_reference,mu_Z75,-7.156156373888131
element_reference,mu_Z76,-5.7495404475389575
element_reference,mu_Z77,-3.25132203284105
element_reference,mu_Z78,-0.4937084358926329
element_reference,mu_Z79,2.2214784976057658
element_reference,mu_Z80,5.131005680360845
element_reference,mu_Z81,3.0994536924112435
element_reference,mu_Z82,1.7690843366060922
element_reference,mu_Z83,1.5231306781280693
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.4018238067480842
element_reference,mu_Z90,-1.8797686833739542
element_reference,mu_Z91,-4.031369982085551
element_reference,mu_Z92,-5.55137896767193
element_reference,mu_Z93,-7.1798841349384865
element_reference,mu_Z94,-8.359408790544634
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-5.4359728435000285
affine_energy_composition,alpha_energy,1.0028744984312268
affine_energy_composition,beta_Z1,-1.964230103140961
affine_energy_composition,beta_Z2,0.0
affine_energy_composition,beta_Z3,-3.77026008446736
affine_energy_composition,beta_Z4,-1.6688860330449962
affine_energy_composition,beta_Z5,1.2909530585039275
affine_energy_composition,beta_Z6,3.726205740945652
affine_energy_composition,beta_Z7,2.6923965116874675
affine_energy_composition,beta_Z8,-1.0751428526896945
affine_energy_composition,beta_Z9,-4.062541279130398
affine_energy_composition,beta_Z10,0.0
affine_energy_composition,beta_Z11,-4.293363053954053
affine_energy_composition,beta_Z12,-3.8271352550242197
affine_energy_composition,beta_Z13,-1.6908190295986714
affine_energy_composition,beta_Z14,0.05372878698403802
affine_energy_composition,beta_Z15,0.05736203194814494
affine_energy_composition,beta_Z16,-1.573842479900492
affine_energy_composition,beta_Z17,-3.8167290116435155
affine_energy_composition,beta_Z18,0.0
affine_energy_composition,beta_Z19,-4.50555718970572
affine_energy_composition,beta_Z20,-3.5645106119860404
affine_energy_composition,beta_Z21,0.8361379299056246
affine_energy_composition,beta_Z22,2.458066613035651
affine_energy_composition,beta_Z23,3.2178469846706723
affine_energy_composition,beta_Z24,3.97081849280308
affine_energy_composition,beta_Z25,3.3352232742635426
affine_energy_composition,beta_Z26,2.9167816126796677
affine_energy_composition,beta_Z27,1.6927292182550904
affine_energy_composition,beta_Z28,0.2956158409445201
affine_energy_composition,beta_Z29,-1.3260334664516282
affine_energy_composition,beta_Z30,-4.1894977382837055
affine_energy_composition,beta_Z31,-2.439426649524558
affine_energy_composition,beta_Z32,-0.7917647643634634
affine_energy_composition,beta_Z33,-0.8603756586424746
affine_energy_composition,beta_Z34,-2.1575591974637254
affine_energy_composition,beta_Z35,-4.030681894179919
affine_energy_composition,beta_Z36,-3.822189194923262
affine_energy_composition,beta_Z37,-4.546915362737733
affine_energy_composition,beta_Z38,-3.886591600297024
affine_energy_composition,beta_Z39,0.976003554737138
affine_energy_composition,beta_Z40,2.993195018288384
affine_energy_composition,beta_Z41,4.863982575003151
affine_energy_composition,beta_Z42,4.97330892258514
affine_energy_composition,beta_Z43,5.057858349326426
affine_energy_composition,beta_Z44,3.8421885786283956
affine_energy_composition,beta_Z45,1.8977220352760802
