calibration,coefficient,value
element_reference,mu_Z1,1.943990482488911
element_reference,mu_Z2,0.0
element_reference,mu_Z3,3.6607375364333805
element_reference,mu_Z4,1.6716103695460869
element_reference,mu_Z5,-1.2788596620773036
element_reference,mu_Z6,-3.757876717136803
element_reference,mu_Z7,-2.690707478173951
element_reference,mu_Z8,1.0848983781863728
element_reference,mu_Z9,4.002614139611326
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.239110005139017
element_reference,mu_Z12,3.8095803847968934
element_reference,mu_Z13,1.6832233253145192
element_reference,mu_Z14,-0.07385227067663695
element_reference,mu_Z15,-0.02059990618442611
element_reference,mu_Z16,1.5630733417485836
element_reference,mu_Z17,3.80683760229589
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.3966226097353625
element_reference,mu_Z20,3.558788476914784
element_reference,mu_Z21,-0.8634476873901142
element_reference,mu_Z22,-2.5072007256333486
element_reference,mu_Z23,-3.1447932227071345
element_reference,mu_Z24,-3.885579194119697
element_reference,mu_Z25,-3.2017037543013256
element_reference,mu_Z26,-2.9261546285572284
element_reference,mu_Z27,-1.711648824544477
element_reference,mu_Z28,-0.3104457383056696
element_reference,mu_Z29,1.3007687343845222
element_reference,mu_Z30,4.161269780584714
element_reference,mu_Z31,2.416865927503533
element_reference,mu_Z32,0.7797569333997862
element_reference,mu_Z33,0.8481292382169224
element_reference,mu_Z34,2.161974316888199
element_reference,mu_Z35,4.030841506401539
element_reference,mu_Z36,5.238437140319496
element_reference,mu_Z37,4.508962424476498
element_reference,mu_Z38,3.8668734944683227
element_reference,mu_Z39,-0.9877408074556873
element_reference,mu_Z40,-3.0236641234744193
element_reference,mu_Z41,-4.8059109257255965
element_reference,mu_Z42,-5.030094374358634
element_reference,mu_Z43,-4.969771746624504
element_reference,mu_Z44,-3.8335362053224373
element_reference,mu_Z45,-1.8930874184928022
element_reference,mu_Z46,0.2436531493136397
element_reference,mu_Z47,2.5223926127572756
element_reference,mu_Z48,4.491599535848841
element_reference,mu_Z49,2.7728109465765676
element_reference,mu_Z50,1.363463019898549
element_reference,mu_Z51,1.3526143817355096
element_reference,mu_Z52,2.382766769433503
element_reference,mu_Z53,4.066067221992053
element_reference,mu_Z54,5.360305924828351
element_reference,mu_Z55,4.661270624263989
element_reference,mu_Z56,3.630105645725491
element_reference,mu_Z57,0.6337797536527167
element_reference,mu_Z58,-0.28445227643796583
element_reference,mu_Z59,0.7578149554151585
element_reference,mu_Z60,0.7511590132254385
element_reference,mu_Z61,0.7333797958275714
element_reference,mu_Z62,0.8566811281071269
element_reference,mu_Z63,-4.711642422011421
element_reference,mu_Z64,-8.643102064684923
element_reference,mu_Z65,0.9262512546694159
element_reference,mu_Z66,0.9418905788405483
element_reference,mu_Z67,0.9520646145075768
element_reference,mu_Z68,0.9972065132497624
element_reference,mu_Z69,1.0711048535368686
element_reference,mu_Z70,4.204978129145837
element_reference,mu_Z71,1.0215432405511966
element_reference,mu_Z72,-4.504741179563967
element_reference,mu_Z73,-6.519709975992815
element_reference,mu_Z74,-6.8420082904477795
element_reference,mu_Z75,-7.201639039456264
element_reference,mu_Z76,-5.779199863619182
element_reference,mu_Z77,-3.318193949787565
element_reference,mu_Z78,-0.538139006724471
element_reference,mu_Z79,2.1841385291251685
element_reference,mu_Z80,5.1233888621422246
element_reference,mu_Z81,3.069033809599915
element_reference,mu_Z82,1.716233562487599
element_reference,mu_Z83,1.4466142149313277
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.3806749858840448
element_reference,mu_Z90,-1.937225511787492
element_reference,mu_Z91,-4.175864087389642
element_reference,mu_Z92,-5.586668744198221
element_reference,mu_Z93,-6.973327892721069
element_reference,mu_Z94,-8.417311579442968
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-5.421874047451263
affine_energy_composition,alpha_energy,1.0010765836219566
affine_energy_composition,beta_Z1,-1.946853453254581
affine_energy_composition,beta_Z2,0.0
affine_energy_composition,beta_Z3,-3.664725662664959
affine_energy_composition,beta_Z4,-1.673925153596752
affine_energy_composition,beta_Z5,1.2801248149732074
affine_energy_composition,beta_Z6,3.7609519885648406
affine_energy_composition,beta_Z7,2.6938415512945757
affine_energy_composition,beta_Z8,-1.0832362963049968
affine_energy_composition,beta_Z9,-4.00354562060067
affine_energy_composition,beta_Z10,0.0
affine_energy_composition,beta_Z11,-4.2436561565466695
affine_energy_composition,beta_Z12,-3.8144950970941816
affine_energy_composition,beta_Z13,-1.6853858568790872
affine_energy_composition,beta_Z14,0.07406510291096012
affine_energy_composition,beta_Z15,0.020688211878284683
affine_energy_composition,beta_Z16,-1.5635851653704262
affine_energy_composition,beta_Z17,-3.8094914159308733
affine_energy_composition,beta_Z18,0.0
affine_energy_composition,beta_Z19,-4.401343834701733
affine_energy_composition,beta_Z20,-3.561964518634181
affine_energy_composition,beta_Z21,0.8650034267767306
affine_energy_composition,beta_Z22,2.5105747227396913
affine_energy_composition,beta_Z23,3.1480266451238625
affine_energy_composition,beta_Z24,3.888908477644391
affine_energy_composition,beta_Z25,3.2046391020510576
affine_energy_composition,beta_Z26,2.9283016239979665
affine_energy_composition,beta_Z27,1.7123227751963213
affine_energy_composition,beta_Z28,0.31019913871569305
affine_energy_composition,beta_Z29,-1.3032168878371944
affine_energy_composition,beta_Z30,-4.166497805469075
affine_energy_composition,beta_Z31,-2.4198987110162378
affine_energy_composition,beta_Z32,-0.7809028958616074
affine_energy_composition,beta_Z33,-0.8491872761990801
affine_energy_composition,beta_Z34,-2.163578862345098
affine_energy_composition,beta_Z35,-4.034111539098256
affine_energy_composition,beta_Z36,-5.245994786134798
affine_energy_composition,beta_Z37,-4.513661689588917
affine_energy_composition,beta_Z38,-3.8704340563539916
affine_energy_composition,beta_Z39,0.9893558782538703
affine_energy_composition,beta_Z40,3.027426035582808
affine_energy_composition,beta_Z41,4.810943966030509
affine_energy_composition,beta_Z42,5.034558632292539
affine_energy_composition,beta_Z43,4.973434389143107
affine_energy_composition,beta_Z44,3.8369615449645744
affine_energy_composition,beta_Z45,1.894986062707381
affine_energy_composition,beta_Z46,-0.2440725285298781
affine_energy_composition,beta_Z47,-2.526302241769454
affine_energy_composition,beta_Z48,-4.497337950192491
affine_energy_composition,beta_Z49,-2.7764713158444603
affine_energy_composition,beta_Z50,-1.3655270119608018
affine_energy_composition,beta_Z51,-1.354408463267038
affine_energy_composition,beta_Z52,-2.385344380126524
affine_energy_composition,beta_Z53,-4.070013636756932
affine_energy_composition,beta_Z54,-5.367005954823478
affine_energy_composition,beta_Z55,-4.666237242426057
affine_energy_composition,beta_Z56,-3.6331257218531254
affine_energy_composition,beta_Z57,-0.6336025934238063
affine_energy_composition,beta_Z58,0.2858917359294945
affine_energy_composition,beta_Z59,-0.7580797797239134
affine_energy_composition,beta_Z60,-0.7516824534675927
affine_energy_composition,beta_Z61,-0.7344362302422202
affine_energy_composition,beta_Z62,-0.8567390711594924
affine_energy_composition,beta_Z63,4.717273576139916
