calibration,coefficient,value
element_reference,mu_Z1,1.95221591598055
element_reference,mu_Z2,0.0
element_reference,mu_Z3,4.0209775202712725
element_reference,mu_Z4,1.6002637883821178
element_reference,mu_Z5,-1.2416800891354045
element_reference,mu_Z6,-3.6948658168059216
element_reference,mu_Z7,-2.7638709210591945
element_reference,mu_Z8,0.9790406950814039
element_reference,mu_Z9,4.081304073701604
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.3041803006702715
element_reference,mu_Z12,3.7084887973912437
element_reference,mu_Z13,1.5020004870263342
element_reference,mu_Z14,-0.12066193924599773
element_reference,mu_Z15,-0.3665165955686511
element_reference,mu_Z16,1.498593224714427
element_reference,mu_Z17,3.73724220202534
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.479275657657305
element_reference,mu_Z20,3.398729636793656
element_reference,mu_Z21,-0.9285836200129771
element_reference,mu_Z22,-2.5907515772878633
element_reference,mu_Z23,-3.410957013574524
element_reference,mu_Z24,-4.370076171941628
element_reference,mu_Z25,-3.1281167040587974
element_reference,mu_Z26,-2.4384036664059985
element_reference,mu_Z27,-1.8361963911360104
element_reference,mu_Z28,-0.33633132970992513
element_reference,mu_Z29,1.2314391207369209
element_reference,mu_Z30,4.076488967287199
element_reference,mu_Z31,2.3015960202062273
element_reference,mu_Z32,0.6602427669728098
element_reference,mu_Z33,0.2633133850521324
element_reference,mu_Z34,2.017957267569156
element_reference,mu_Z35,3.882197640346849
element_reference,mu_Z36,3.3341242022420805
element_reference,mu_Z37,4.447427756419735
element_reference,mu_Z38,4.141064675854649
element_reference,mu_Z39,-1.148773175705955
element_reference,mu_Z40,-3.0762541298300223
element_reference,mu_Z41,-4.936210081643876
element_reference,mu_Z42,-5.682292542189554
element_reference,mu_Z43,-5.82426765402625
element_reference,mu_Z44,-3.8759073291558552
element_reference,mu_Z45,-1.9659769758639014
element_reference,mu_Z46,0.19610559073003558
element_reference,mu_Z47,2.4330751505173827
element_reference,mu_Z48,4.393035784330269
element_reference,mu_Z49,2.716964608525518
element_reference,mu_Z50,1.229200673127802
element_reference,mu_Z51,1.304239700796268
element_reference,mu_Z52,2.3093183675157696
element_reference,mu_Z53,3.955862368806688
element_reference,mu_Z54,0.0
element_reference,mu_Z55,4.700289182301652
element_reference,mu_Z56,3.4340011868305576
element_reference,mu_Z57,0.737571830016484
element_reference,mu_Z58,-0.277104596440017
element_reference,mu_Z59,0.8261810520377334
element_reference,mu_Z60,0.6277997636709559
element_reference,mu_Z61,0.6378482377163696
element_reference,mu_Z62,0.9002004380743268
element_reference,mu_Z63,-4.56220734527975
element_reference,mu_Z64,-8.949155814148687
element_reference,mu_Z65,1.079207211137095
element_reference,mu_Z66,0.7911972609988094
element_reference,mu_Z67,0.9091046487980109
element_reference,mu_Z68,0.963143621156761
element_reference,mu_Z69,0.9613049851358424
element_reference,mu_Z70,4.049338120410192
element_reference,mu_Z71,0.944315055181367
element_reference,mu_Z72,-4.450134866612824
element_reference,mu_Z73,-6.531027645669684
element_reference,mu_Z74,-7.606114970504118
element_reference,mu_Z75,-8.457365939088257
element_reference,mu_Z76,-6.050715192720927
element_reference,mu_Z77,-3.2682028681510236
element_reference,mu_Z78,-0.6868092873142879
element_reference,mu_Z79,2.131578370994814
element_reference,mu_Z80,5.036828466671774
element_reference,mu_Z81,3.1029396258705337
element_reference,mu_Z82,1.6114751567247512
element_reference,mu_Z83,1.831657252293353
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.2325815281548722
element_reference,mu_Z90,-2.3875216919743436
element_reference,mu_Z91,-3.9857398345319957
element_reference,mu_Z92,-5.7157355152986415
element_reference,mu_Z93,0.0
element_reference,mu_Z94,0.0
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-5.357943159050565
affine_energy_composition,alpha_energy,0.9979433448490795
affine_energy_composition,beta_Z1,-1.9467249574579608
affine_energy_composition,beta_Z2,0.0
affine_energy_composition,beta_Z3,-4.0136352102273
affine_energy_composition,beta_Z4,-1.5966676033073608
affine_energy_composition,beta_Z5,1.2378971415665854
affine_energy_composition,beta_Z6,3.687495261397708
affine_energy_composition,beta_Z7,2.757575537716786
affine_energy_composition,beta_Z8,-0.9826319276909771
