id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1018761,Li3CeSb2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1018761.cif,train,-1.003513178333333,-4.111930211385091,-0.9238876799893604,-0.9240647756147204,-0.7593898911354948,6,3
mp-1094804,MgCd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1094804.cif,train,-0.0540570691666649,-1.2095615069071453,-0.0519472782874064,-0.0521113979177991,0.1004975732137141,12,2
mp-1205532,Rb3GdF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1205532.cif,train,-3.4283983793749995,-6.05725326538086,-3.525326222570849,-3.526198648531712,-2.7149609680248448,10,3
mp-1014251,HfZnN2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1014251.cif,train,-1.2424049356250002,-7.957202911376953,-1.1041072750939014,-1.104459213473266,-0.7772043089111085,4,3
mp-977537,ZrCdRh2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-977537.cif,train,-0.6917102562499977,-6.6564621925354,-0.6550282889313417,-0.6551374090869686,-0.5536704813197727,4,3
mp-978537,SmHoZn2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-978537.cif,train,-0.3618346012499991,-3.286928415298462,-0.3978756937932317,-0.3975844757108344,-0.6683777490652199,4,3
mp-23355,PAuCl4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23355.cif,train,-0.6611671746626987,-3.2600720723470054,-0.7366795302497922,-0.7357900711239509,-1.5628662822081427,24,3
mp-1206818,Dy2MgPd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1206818.cif,train,-0.7988695250000035,-5.011736679077148,-0.825996199846939,-0.826143237588365,-0.6894181037041525,10,3
mp-1048047,MgFe4O9,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1048047.cif,train,-1.3258476738392857,-5.893368312290737,-0.6049976415712832,-0.6034095663020373,-2.0801039285876968,28,3
mp-863702,Er2MgIn,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-863702.cif,train,-0.3689567854166711,-3.66425895690918,-0.3865859989261633,-0.3862086119013259,-0.7371273012018564,4,3
mp-865906,YbPmPd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865906.cif,train,-0.8871433206250039,-5.000614643096924,-0.9351566515458324,-0.935546982094098,-0.5725925735605818,4,3
