id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1102378,NdRe2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1102378.cif,train,-0.0110741149999948,-9.849802017211914,0.0740173450085848,0.0743517733240164,-0.0733420648699361,12,2
mp-1226644,CeAl2Cu3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1226644.cif,train,-0.3980936016666684,-4.648127555847168,-0.3864004112193999,-0.3867157429363352,-0.2474555504946103,6,3
mp-2067,ThGa2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-2067.cif,train,-0.7449632983333316,-5.125533739725749,-0.6676625820125768,-0.6678872928555801,-0.568648067756517,6,2
mp-866281,Er2PdRu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-866281.cif,train,-0.7369339729166668,-6.597249507904053,-0.7637937894484361,-0.7637623699852201,-0.7776381720669421,4,3
mp-23262,Bi2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23262.cif,train,-1.3195672397500005,-5.743766784667969,-1.5670603648528338,-1.5662112059077655,-1.941225934083544,20,2
mp-1106363,Ho3Sb4Au3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1106363.cif,train,-0.9141776789999996,-4.799186325073242,-0.8539585800159437,-0.8544940277864921,-0.6180238106568189,20,3
mp-7571,KNbF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-7571.cif,train,-3.2635532110937504,-5.895343780517578,-3.4342095645398683,-3.4350194948510424,-3.0773293389115537,16,3
mp-4659,Cd(PO3)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-4659.cif,train,-2.195618058161374,-6.572726779513889,-2.3777363619971954,-2.3777163546714637,-2.386552205563584,72,3
mp-27772,Nb3I8,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-27772.cif,train,-0.6423042081818214,-4.377557581121272,-0.608135229965749,-0.6073149151840349,-0.9695911729729456,22,2
mp-865429,YbYRh2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865429.cif,train,-0.9733468437500008,-6.436577320098877,-0.893957693188054,-0.8941358980422258,-0.815435149105669,4,3
mp-865669,TiSiTc2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865669.cif,train,-0.5824303279166685,-9.0618896484375,-0.5306808591836223,-0.5312084633494258,-0.2982022235174029,4,3
mp-540796,Cs2Sn2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-540796.cif,train,-1.577504956607143,-4.943246023995536,-1.703028409065606,-1.7029867795976186,-1.72137163406626,28,3
mp-1187378,TbYbPd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1187378.cif,train,-0.9502917662500004,-5.00789213180542,-0.9961134681760786,-0.9965416583254704,-0.80743970819863,4,3
mp-8936,SnSe,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-8936.cif,train,-0.3659070845312513,-4.130730628967285,-0.4710026392193591,-0.4702347299633898,-0.8093670944780453,4,2
mp-3045,ErFe4B,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-3045.cif,train,-0.185940610138888,-7.756848017374675,-0.2751130880737404,-0.2754763314580906,-0.1150568719173513,12,3
mp-1226055,CsW3Br7,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1226055.cif,train,-0.8604432104545481,-5.388348319313743,-1.1599800880582452,-1.1602411486999138,-1.0449487336336376,44,3
mp-1070837,TbMgCo4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1070837.cif,train,-0.0779670774999985,-5.913642247517903,-0.1490899566814887,-0.1495087202710934,0.0354301708874786,6,3
mp-1106215,TiPbO3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1106215.cif,train,-2.534711166083332,-7.598889923095703,-2.6731075816121805,-2.6741715907174197,-2.204272418499033,20,3
mp-1201003,Cs4FeO4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1201003.cif,train,-1.5337228933333336,-4.467787000868055,-1.2595735151540866,-1.258291471167924,-1.824481558165592,36,3
mp-1068869,ThSi3Ir,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1068869.cif,train,-0.8619213890000026,-7.342173004150391,-0.8197084283319089,-0.8196888176081574,-0.8283495168457119,5,3
mp-1221224,Na3BrCl2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1221224.cif,train,-1.95786007875,-3.2663358052571616,-1.8941999694502052,-1.895601374504337,-1.2766977658439849,6,3
mp-676398,Rb2CrCl4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-676398.cif,train,-1.844852303214284,-4.263362067086356,-1.7715062998332396,-1.7724955559494182,-1.3356096046806578,7,3
mp-21162,SrPb3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-21162.cif,train,-0.4240186124999994,-3.5438601970672607,-0.3580113821485393,-0.3584725680676559,-0.154798670401464,4,2
mp-19066,W3O8,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-19066.cif,train,-2.2128194909090912,-7.514401522549716,-1.0930013188347898,-1.0902464306181583,-2.3068898655392496,22,2
mp-10405,Yb(AlSi)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-10405.cif,train,-0.3808198290000007,-4.245084762573242,-0.3124708969645344,-0.311626766760658,-0.6844206480285895,5,3
mp-10810,TiAgF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-10810.cif,train,-2.722881622708333,-5.246786117553711,-2.8398566483033485,-2.8394682707782906,-3.010987740524026,8,3
mp-23174,ReCl3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23174.cif,train,-0.771420223749999,-5.164871533711751,-0.8178134518113795,-0.8164647685885136,-1.4120847937416103,24,2
mp-17279,SiO2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-17279.cif,train,-3.0175559618750007,-7.894064585367839,-3.169028494715471,-3.1705238484447467,-2.5101296129823174,48,2
mp-1078610,EuGe3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1078610.cif,train,-0.3634303049999978,-6.403896331787109,-0.3682247183308096,-0.3674589159212633,-0.7056608322400333,8,2
