calibration,coefficient,value
element_reference,mu_Z1,1.8484303076001258
element_reference,mu_Z2,5.294015321998445
element_reference,mu_Z3,3.5290216638029186
element_reference,mu_Z4,1.561394240884593
element_reference,mu_Z5,-1.4199092451409376
element_reference,mu_Z6,-3.9094183328074887
element_reference,mu_Z7,-2.779589556958522
element_reference,mu_Z8,0.9894744266490898
element_reference,mu_Z9,3.8770510543349017
element_reference,mu_Z10,5.3028747609891465
element_reference,mu_Z11,4.1009151491191655
element_reference,mu_Z12,3.6800977577057634
element_reference,mu_Z13,1.5729153813613241
element_reference,mu_Z14,-0.19836593090474233
element_reference,mu_Z15,-0.12704576311049942
element_reference,mu_Z16,1.4152141313187834
element_reference,mu_Z17,3.6967123326771167
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.27093964983275
element_reference,mu_Z20,3.437956603412065
element_reference,mu_Z21,-0.9817748372555971
element_reference,mu_Z22,-2.5891471446021876
element_reference,mu_Z23,-3.155373739437134
element_reference,mu_Z24,-3.883238537433934
element_reference,mu_Z25,-3.1178690324779326
element_reference,mu_Z26,-3.108977184576823
element_reference,mu_Z27,-1.8365392934374045
element_reference,mu_Z28,-0.4197306783166799
element_reference,mu_Z29,1.183538835666598
element_reference,mu_Z30,4.05136341788495
element_reference,mu_Z31,2.2889325806222196
element_reference,mu_Z32,0.6418983281500732
element_reference,mu_Z33,0.7550278668774603
element_reference,mu_Z34,2.001882948883662
element_reference,mu_Z35,3.9092002613692567
element_reference,mu_Z36,3.831535984496284
element_reference,mu_Z37,4.433302194971106
element_reference,mu_Z38,3.730625625691677
element_reference,mu_Z39,-1.0673924518223736
element_reference,mu_Z40,-3.1294280601775606
element_reference,mu_Z41,-4.908978175980094
element_reference,mu_Z42,-5.143547992086826
element_reference,mu_Z43,-5.055626774289511
element_reference,mu_Z44,-3.975037634160366
element_reference,mu_Z45,-2.017120813305959
element_reference,mu_Z46,0.11258343819572088
element_reference,mu_Z47,2.4094860942699667
element_reference,mu_Z48,4.3999606571956935
element_reference,mu_Z49,2.6658517210922867
element_reference,mu_Z50,1.2358073717265718
element_reference,mu_Z51,1.2108395031576742
element_reference,mu_Z52,2.2586021104354668
element_reference,mu_Z53,3.93017893510946
element_reference,mu_Z54,5.2240408593262355
element_reference,mu_Z55,4.509766864644325
element_reference,mu_Z56,3.497664629333172
element_reference,mu_Z57,0.5215600320188127
element_reference,mu_Z58,-0.3978085332396342
element_reference,mu_Z59,0.625410414859352
element_reference,mu_Z60,0.6609319748469019
element_reference,mu_Z61,0.6051035378189018
element_reference,mu_Z62,0.7248942249767759
element_reference,mu_Z63,-4.915465506743952
element_reference,mu_Z64,-8.825221503239984
element_reference,mu_Z65,0.7804102804570114
element_reference,mu_Z66,0.8355640246283207
element_reference,mu_Z67,0.8682203242649598
element_reference,mu_Z68,0.8575510185420295
element_reference,mu_Z69,0.9378055823276488
element_reference,mu_Z70,3.9953794237070817
element_reference,mu_Z71,0.8812877232058622
element_reference,mu_Z72,-4.6004971151750755
element_reference,mu_Z73,-6.606989651102717
element_reference,mu_Z74,-6.691800649874331
element_reference,mu_Z75,-7.216116564637366
element_reference,mu_Z76,-5.850734968087466
element_reference,mu_Z77,-3.464056261244183
element_reference,mu_Z78,-0.6724254644039627
element_reference,mu_Z79,2.069962378472362
element_reference,mu_Z80,4.9997880697890515
element_reference,mu_Z81,2.9528077125481955
element_reference,mu_Z82,1.5726183656316328
element_reference,mu_Z83,1.3407862714671153
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.2631167982864933
element_reference,mu_Z90,-2.0243523379016692
element_reference,mu_Z91,-4.209008666847408
element_reference,mu_Z92,-5.601610873609188
element_reference,mu_Z93,-7.036378198728265
element_reference,mu_Z94,-8.415821798023277
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-5.301415775182162
affine_energy_composition,alpha_energy,0.9938752262444182
affine_energy_composition,beta_Z1,-1.8332401837611436
affine_energy_composition,beta_Z2,-5.257964179593614
affine_energy_composition,beta_Z3,-3.50859685003766
affine_energy_composition,beta_Z4,-1.5497546656743795
affine_energy_composition,beta_Z5,1.4110885518315186
affine_energy_composition,beta_Z6,3.8902956101035113
affine_energy_composition,beta_Z7,2.759600728024944
affine_energy_composition,beta_Z8,-1.0005032668094191
affine_energy_composition,beta_Z9,-3.8729088849764555
affine_energy_composition,beta_Z10,-5.266785729008675
affine_energy_composition,beta_Z11,-4.0760113323668685
affine_energy_composition,beta_Z12,-3.6537436375264267
affine_energy_composition,beta_Z13,-1.5627938244549715
affine_energy_composition,beta_Z14,0.19579312911055594
affine_energy_composition,beta_Z15,0.1253269407646112
affine_energy_composition,beta_Z16,-1.413602690071652
affine_energy_composition,beta_Z17,-3.682554852215823
affine_energy_composition,beta_Z18,0.0
affine_energy_composition,beta_Z19,-4.245699996734905
affine_energy_composition,beta_Z20,-3.421360260289849
affine_energy_composition,beta_Z21,0.9720766879126426
affine_energy_composition,beta_Z22,2.568738006002558
affine_energy_composition,beta_Z23,3.1359795971899693
affine_energy_composition,beta_Z24,3.862873729112847
affine_energy_composition,beta_Z25,3.100989560319814
affine_energy_composition,beta_Z26,3.095464569041408
affine_energy_composition,beta_Z27,1.8306434814173516
affine_energy_composition,beta_Z28,0.4197932481361103
affine_energy_composition,beta_Z29,-1.1712761027683924
affine_energy_composition,beta_Z30,-4.023123373090958
affine_energy_composition,beta_Z31,-2.2735637075971478
affine_energy_composition,beta_Z32,-0.637068641383246
affine_energy_composition,beta_Z33,-0.7507618637992116
affine_energy_composition,beta_Z34,-1.9938992879146609
affine_energy_composition,beta_Z35,-3.892358386810883
affine_energy_composition,beta_Z36,-3.7486459091228848
affine_energy_composition,beta_Z37,-4.407375674769341
affine_energy_composition,beta_Z38,-3.712620076458204
affine_energy_composition,beta_Z39,1.0572861997682002
affine_energy_composition,beta_Z40,3.106443999436332
affine_energy_composition,beta_Z41,4.878490800466852
affine_energy_composition,beta_Z42,5.1169560576814765
affine_energy_composition,beta_Z43,5.0298988012164
affine_energy_composition,beta_Z44,3.953431809896033
affine_energy_composition,beta_Z45,2.004452609489255
affine_energy_composition,beta_Z46,-0.11162017625467918
affine_energy_composition,beta_Z47,-2.388726587405093
affine_energy_composition,beta_Z48,-4.369086093121424
affine_energy_composition,beta_Z49,-2.6464610292558683
affine_energy_composition,beta_Z50,-1.225793505520759
affine_energy_composition,beta_Z51,-1.202004501361826
affine_energy_composition,beta_Z52,-2.2455079395087854
affine_energy_composition,beta_Z53,-3.909162785888116
affine_energy_composition,beta_Z54,-5.187781894067945
affine_energy_composition,beta_Z55,-4.482911337785687
affine_energy_composition,beta_Z56,-3.482190940921737
affine_energy_composition,beta_Z57,-0.5246476047978262
affine_energy_composition,beta_Z58,0.38937265998459475
