calibration,coefficient,value
element_reference,mu_Z1,1.8827668957189536
element_reference,mu_Z2,5.3400839433283265
element_reference,mu_Z3,3.576894204815907
element_reference,mu_Z4,1.5755047240011253
element_reference,mu_Z5,-1.3517868809787217
element_reference,mu_Z6,-3.8301812612483075
element_reference,mu_Z7,-2.7451257921366854
element_reference,mu_Z8,1.0284304560557498
element_reference,mu_Z9,3.9287684384588895
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.128997249415491
element_reference,mu_Z12,3.7200537123260693
element_reference,mu_Z13,1.6078372939958643
element_reference,mu_Z14,-0.1636368960783705
element_reference,mu_Z15,-0.03650333715339994
element_reference,mu_Z16,1.4812824013489532
element_reference,mu_Z17,3.7450649616380245
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.321485003849211
element_reference,mu_Z20,3.4629974657718745
element_reference,mu_Z21,-0.925017764985928
element_reference,mu_Z22,-2.5408813061666815
element_reference,mu_Z23,-3.207511494733894
element_reference,mu_Z24,-3.8867076585044527
element_reference,mu_Z25,-3.1701868071041006
element_reference,mu_Z26,-3.0804157971476513
element_reference,mu_Z27,-1.7368448945762718
element_reference,mu_Z28,-0.35942685110705397
element_reference,mu_Z29,1.2160868050442526
element_reference,mu_Z30,4.0963271852826875
element_reference,mu_Z31,2.3257916705488078
element_reference,mu_Z32,0.6896485649552055
element_reference,mu_Z33,0.7821083953960639
element_reference,mu_Z34,2.092248076192187
element_reference,mu_Z35,3.9520010707287248
element_reference,mu_Z36,5.294397093820636
element_reference,mu_Z37,4.445392391178417
element_reference,mu_Z38,3.7501662667440665
element_reference,mu_Z39,-1.0209733072140257
element_reference,mu_Z40,-3.0955546323115937
element_reference,mu_Z41,-4.852785779883039
element_reference,mu_Z42,-5.23252371564477
element_reference,mu_Z43,-5.022769142120509
element_reference,mu_Z44,-3.943967013356102
element_reference,mu_Z45,-1.9603435014009858
element_reference,mu_Z46,0.16453154814721632
element_reference,mu_Z47,2.4617744887668094
