calibration,coefficient,value
element_reference,mu_Z1,2.115155554478398
element_reference,mu_Z2,0.0
element_reference,mu_Z3,3.7419001609189264
element_reference,mu_Z4,1.79123125602185
element_reference,mu_Z5,-1.2137366055090382
element_reference,mu_Z6,-3.7003387556762775
element_reference,mu_Z7,-2.5515079638971887
element_reference,mu_Z8,1.2134101476879486
element_reference,mu_Z9,4.104302515924936
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.365931309934405
element_reference,mu_Z12,3.9013286999499828
element_reference,mu_Z13,1.8037026661452098
element_reference,mu_Z14,0.024529535279703023
element_reference,mu_Z15,0.1243185405636166
element_reference,mu_Z16,1.6668000009192339
element_reference,mu_Z17,3.920915556272605
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.418947524977819
element_reference,mu_Z20,3.6804377624183022
element_reference,mu_Z21,-0.7662868068183264
element_reference,mu_Z22,-2.3320341153424184
element_reference,mu_Z23,-2.9862537519161587
element_reference,mu_Z24,-3.773551839259699
element_reference,mu_Z25,-2.817370742696629
element_reference,mu_Z26,-2.799320300797862
element_reference,mu_Z27,-1.5543264751137005
element_reference,mu_Z28,-0.20062977869874093
element_reference,mu_Z29,1.4221630887550476
element_reference,mu_Z30,4.2889165914036536
element_reference,mu_Z31,2.5140403025065785
element_reference,mu_Z32,0.8616676389496497
element_reference,mu_Z33,1.0122385302888302
element_reference,mu_Z34,2.244214393862735
element_reference,mu_Z35,4.147581466488178
element_reference,mu_Z36,0.0
element_reference,mu_Z37,4.627180865843827
element_reference,mu_Z38,3.998631297221976
element_reference,mu_Z39,-0.8528322386842411
element_reference,mu_Z40,-2.878960709839796
element_reference,mu_Z41,-4.733785316404912
element_reference,mu_Z42,-4.966390612556104
element_reference,mu_Z43,-4.850498340939941
element_reference,mu_Z44,-3.707564989922495
element_reference,mu_Z45,-1.7965058312606568
element_reference,mu_Z46,0.33374574015269104
element_reference,mu_Z47,2.6299093075803475
element_reference,mu_Z48,4.636883792052178
element_reference,mu_Z49,2.8930963581552804
element_reference,mu_Z50,1.468969874311223
element_reference,mu_Z51,1.426091439890877
element_reference,mu_Z52,2.4633456070920325
element_reference,mu_Z53,4.171133193391029
element_reference,mu_Z54,0.0
element_reference,mu_Z55,4.692673732920177
element_reference,mu_Z56,3.720736292497986
element_reference,mu_Z57,0.7350335893579732
element_reference,mu_Z58,-0.18148848550078073
element_reference,mu_Z59,0.8243778960034901
element_reference,mu_Z60,0.8746549520675395
