calibration,coefficient,value
element_reference,mu_Z1,2.596127803974113
element_reference,mu_Z2,0.0
element_reference,mu_Z3,3.731917221526935
element_reference,mu_Z4,2.2247094055083245
element_reference,mu_Z5,-1.2478365209713307
element_reference,mu_Z6,-2.9350863700090257
element_reference,mu_Z7,-2.9144138031603943
element_reference,mu_Z8,-1.2971056275708976
element_reference,mu_Z9,0.8425383334434268
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.456079063102118
element_reference,mu_Z12,4.539836812135409
element_reference,mu_Z13,2.1319180255140355
element_reference,mu_Z14,0.15679831160042396
element_reference,mu_Z15,-0.16385982970138008
element_reference,mu_Z16,0.8526981435500819
element_reference,mu_Z17,2.679600221038752
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.845786309486448
element_reference,mu_Z20,3.175579520205012
element_reference,mu_Z21,-1.5819967806102047
element_reference,mu_Z22,-3.07439038106949
element_reference,mu_Z23,-2.9397591206457596
element_reference,mu_Z24,-3.111174388307931
element_reference,mu_Z25,-2.6366255283729907
element_reference,mu_Z26,-1.8403102672075367
element_reference,mu_Z27,-0.7112657547997021
element_reference,mu_Z28,0.4781875694217523
element_reference,mu_Z29,2.239610873823065
element_reference,mu_Z30,4.888711539440782
element_reference,mu_Z31,2.907636144913686
element_reference,mu_Z32,1.134761345285164
element_reference,mu_Z33,1.0400026082077496
element_reference,mu_Z34,1.7057962982434862
element_reference,mu_Z35,3.0957588033942267
element_reference,mu_Z36,0.0
element_reference,mu_Z37,4.932952163717931
element_reference,mu_Z38,3.267475405099145
element_reference,mu_Z39,-1.7265629258788937
element_reference,mu_Z40,-3.595097713018351
element_reference,mu_Z41,-4.439086645114532
element_reference,mu_Z42,-4.453178402213193
element_reference,mu_Z43,-3.7646359059441563
element_reference,mu_Z44,-2.954873335095003
element_reference,mu_Z45,-1.4193618799630976
element_reference,mu_Z46,0.5721087413217543
element_reference,mu_Z47,3.621031285952665
element_reference,mu_Z48,5.599514357709491
element_reference,mu_Z49,3.427299187141119
element_reference,mu_Z50,1.9013651599748906
element_reference,mu_Z51,1.559422071731761
element_reference,mu_Z52,2.3548847635237697
element_reference,mu_Z53,3.605996517200345
element_reference,mu_Z54,0.0
element_reference,mu_Z55,4.8937541666772
element_reference,mu_Z56,2.871801609163323
element_reference,mu_Z57,0.06642158039774007
element_reference,mu_Z58,-1.1215804477510123
element_reference,mu_Z59,0.006131210934152226
element_reference,mu_Z60,0.41705110709078624
element_reference,mu_Z61,2.42114981518914
element_reference,mu_Z62,-0.15779348646680447
element_reference,mu_Z63,-4.917312516354656
element_reference,mu_Z64,-9.208778119206535
element_reference,mu_Z65,0.028428584198495314
element_reference,mu_Z66,0.4666908521903639
element_reference,mu_Z67,0.43147094618381193
element_reference,mu_Z68,0.48071260337958327
element_reference,mu_Z69,0.06992253385255606
element_reference,mu_Z70,3.4030088711539763
element_reference,mu_Z71,0.592144600175498
element_reference,mu_Z72,-4.847629768788689
element_reference,mu_Z73,-6.5160415074018925
element_reference,mu_Z74,-6.489288832715596
element_reference,mu_Z75,-6.057034590431466
element_reference,mu_Z76,-4.681079810456134
element_reference,mu_Z77,-2.7863518255907382
element_reference,mu_Z78,-0.3628900548821019
element_reference,mu_Z79,2.8198756009846107
element_reference,mu_Z80,6.041445687833835
element_reference,mu_Z81,4.0299851386120515
element_reference,mu_Z82,2.814185060076992
element_reference,mu_Z83,2.478141491497853
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.5009557299462382
element_reference,mu_Z90,-2.745976896002457
element_reference,mu_Z91,0.0
element_reference,mu_Z92,-5.718554963535715
element_reference,mu_Z93,-5.127138797955361
element_reference,mu_Z94,-8.856740808005595
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
element_reference,mu_Z109,0.0
element_reference,mu_Z110,0.0
element_reference,mu_Z111,0.0
element_reference,mu_Z112,0.0
element_reference,mu_Z113,0.0
element_reference,mu_Z114,0.0
element_reference,mu_Z115,0.0
element_reference,mu_Z116,0.0
element_reference,mu_Z117,0.0
element_reference,mu_Z118,0.0
element_reference,bias,-6.023021257013477
affine_energy_composition,alpha_energy,0.05912301288368693
affine_energy_composition,beta_Z1,0.023633131132975268
affine_energy_composition,beta_Z2,0.0
affine_energy_composition,beta_Z3,-0.06746005511197906
affine_energy_composition,beta_Z4,0.04612821881220049
affine_energy_composition,beta_Z5,0.2512523365413109
affine_energy_composition,beta_Z6,0.5211462511341188
affine_energy_composition,beta_Z7,0.2702746314677845
affine_energy_composition,beta_Z8,-0.071851787609887
affine_energy_composition,beta_Z9,-0.31902309811908636
affine_energy_composition,beta_Z10,0.0
affine_energy_composition,beta_Z11,-0.09848991727536989
affine_energy_composition,beta_Z12,-0.1539730145087375
affine_energy_composition,beta_Z13,0.003969463833739255
affine_energy_composition,beta_Z14,0.20795190836745778
affine_energy_composition,beta_Z15,0.06205980830832237
affine_energy_composition,beta_Z16,-0.06728013302957737
affine_energy_composition,beta_Z17,-0.2281505427746269
affine_energy_composition,beta_Z18,0.0
affine_energy_composition,beta_Z19,-0.3609870151894089
affine_energy_composition,beta_Z20,-0.28186006180053336
affine_energy_composition,beta_Z21,0.014644783497257449
affine_energy_composition,beta_Z22,0.14820556128400073
affine_energy_composition,beta_Z23,0.2606414949140945
affine_energy_composition,beta_Z24,0.3936483737401538
affine_energy_composition,beta_Z25,0.3207027058862051
affine_energy_composition,beta_Z26,0.3102499605747588
affine_energy_composition,beta_Z27,0.27931346761504294
affine_energy_composition,beta_Z28,0.13585913312968403
affine_energy_composition,beta_Z29,0.09714358599408926
affine_energy_composition,beta_Z30,-0.0630611847889255
affine_energy_composition,beta_Z31,-0.08102546680759751
affine_energy_composition,beta_Z32,0.10082606334320475
affine_energy_composition,beta_Z33,-0.027477614961256856
affine_energy_composition,beta_Z34,-0.005734245945393192
affine_energy_composition,beta_Z35,-0.14971956623637914
affine_energy_composition,beta_Z36,0.0
