calibration,coefficient,value
element_reference,mu_Z1,2.15554280538245
element_reference,mu_Z2,0.0
element_reference,mu_Z3,3.765999071858016
element_reference,mu_Z4,1.8271693825848982
element_reference,mu_Z5,-1.1843557426337852
element_reference,mu_Z6,-3.6561729911601026
element_reference,mu_Z7,-2.63566267074787
element_reference,mu_Z8,1.2245289230898517
element_reference,mu_Z9,4.1119591295842
element_reference,mu_Z10,0.0
element_reference,mu_Z11,4.397533467257589
element_reference,mu_Z12,3.9494671959064496
element_reference,mu_Z13,1.8348906847261526
element_reference,mu_Z14,0.07331238236972355
element_reference,mu_Z15,0.12553404529657222
element_reference,mu_Z16,1.6891454514573458
element_reference,mu_Z17,3.959950833160495
element_reference,mu_Z18,0.0
element_reference,mu_Z19,4.556509396236874
element_reference,mu_Z20,3.732369272568048
element_reference,mu_Z21,-0.7077931781044317
element_reference,mu_Z22,-2.3477127539733
element_reference,mu_Z23,-2.703650032582207
element_reference,mu_Z24,-3.9854817497867394
element_reference,mu_Z25,-2.8411289599993244
element_reference,mu_Z26,-2.788121984280557
element_reference,mu_Z27,-1.555981898019257
element_reference,mu_Z28,-0.1792107625577688
element_reference,mu_Z29,1.4623417733168016
element_reference,mu_Z30,4.3002619028365245
element_reference,mu_Z31,2.5276618499608956
element_reference,mu_Z32,0.9073162846529643
element_reference,mu_Z33,1.012597411870455
element_reference,mu_Z34,2.282414374576551
element_reference,mu_Z35,4.183885527545292
element_reference,mu_Z36,0.0
element_reference,mu_Z37,4.630951714964363
element_reference,mu_Z38,4.128268077969925
element_reference,mu_Z39,-0.823942921268304
element_reference,mu_Z40,-2.822317678166312
element_reference,mu_Z41,-4.6325214940412165
element_reference,mu_Z42,-4.98353774924265
element_reference,mu_Z43,-4.806072660911866
element_reference,mu_Z44,-3.6738083943491104
element_reference,mu_Z45,-1.7581333662205842
element_reference,mu_Z46,0.37014969779907336
element_reference,mu_Z47,2.6298493499770452
element_reference,mu_Z48,4.667261826390093
element_reference,mu_Z49,2.9126840282421216
element_reference,mu_Z50,1.5191301795471033
element_reference,mu_Z51,1.4133160931430855
element_reference,mu_Z52,2.494602319460429
element_reference,mu_Z53,4.227441340854756
element_reference,mu_Z54,0.0
element_reference,mu_Z55,4.747360000742644
element_reference,mu_Z56,3.712571591484145
element_reference,mu_Z57,0.7758104372121002
element_reference,mu_Z58,-0.19675531984532868
element_reference,mu_Z59,0.8429930603664039
element_reference,mu_Z60,0.9731707675340351
element_reference,mu_Z61,0.8737196099148624
element_reference,mu_Z62,1.0218437789306007
element_reference,mu_Z63,-4.548368488033638
element_reference,mu_Z64,-8.482076127598685
element_reference,mu_Z65,1.0648128233420884
element_reference,mu_Z66,1.117335395364085
element_reference,mu_Z67,1.1105485027832316
element_reference,mu_Z68,1.111294407647285
element_reference,mu_Z69,1.1969158170263894
element_reference,mu_Z70,4.567488464312753
element_reference,mu_Z71,1.1353161327510801
element_reference,mu_Z72,-4.307329871652537
element_reference,mu_Z73,-6.427431196931847
element_reference,mu_Z74,-6.441109929543302
element_reference,mu_Z75,-6.998359572308928
element_reference,mu_Z76,-5.592240687674438
element_reference,mu_Z77,-3.1474752245734985
element_reference,mu_Z78,-0.4193048122406238
element_reference,mu_Z79,2.306874493335585
element_reference,mu_Z80,5.218680604777581
element_reference,mu_Z81,3.1881387627629696
element_reference,mu_Z82,1.8682703911082355
element_reference,mu_Z83,1.624580468172519
element_reference,mu_Z84,0.0
element_reference,mu_Z85,0.0
element_reference,mu_Z86,0.0
element_reference,mu_Z87,0.0
element_reference,mu_Z88,0.0
element_reference,mu_Z89,1.5477891235254861
element_reference,mu_Z90,-1.798262433571278
element_reference,mu_Z91,-3.9913419356748308
element_reference,mu_Z92,-5.477177114712903
element_reference,mu_Z93,-9.078450479540844
element_reference,mu_Z94,-8.088265182148964
element_reference,mu_Z95,0.0
element_reference,mu_Z96,0.0
element_reference,mu_Z97,0.0
element_reference,mu_Z98,0.0
element_reference,mu_Z99,0.0
element_reference,mu_Z100,0.0
element_reference,mu_Z101,0.0
element_reference,mu_Z102,0.0
element_reference,mu_Z103,0.0
element_reference,mu_Z104,0.0
element_reference,mu_Z105,0.0
element_reference,mu_Z106,0.0
element_reference,mu_Z107,0.0
element_reference,mu_Z108,0.0
