id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1111421,K3LuCl6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1111421.cif,train,-2.2910479652916664,-3.95550422668457,-2.2470562626269635,-2.249398318694504,-1.5122513149368246,10,3
mp-1228329,Ba2PtAu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1228329.cif,train,-0.7671496675,-4.022584915161133,-0.7858602350768713,-0.785089109543982,-1.027795885000872,4,3
mp-1214710,BaAs2F12,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1214710.cif,train,-2.6255550048333323,-4.693317667643229,-2.8004998362255185,-2.799449808995309,-3.129939090332564,60,3
mp-863724,InPd2Au,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-863724.cif,train,-0.434341507500001,-4.489234447479248,-0.4142960306731371,-0.4144193721303342,-0.3755984459937748,4,3
mp-1094694,MgCd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1094694.cif,train,-0.0698242999999981,-1.2088971932729085,-0.0719912467350465,-0.0723953332012801,0.0547882692699297,6,2
mp-867343,Li3Cd,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-867343.cif,train,-0.1753756374999993,-1.8360188007354736,-0.262430665126435,-0.2612718112816568,-0.6260135658920765,4,2
mp-13944,Li3AlN2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-13944.cif,train,-1.0450837983333336,-5.203509012858073,-0.9488665432254092,-0.9496231691213648,-0.7114800606369094,48,3
mp-7206,TcAgO4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-7206.cif,train,-1.268720166666668,-6.540063222249349,-1.4288090563867053,-1.4269635256640685,-2.0078323875985844,12,3
mp-3346566,Ca5Mg(CO3)6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-3346566.cif,train,-2.374640989416666,-7.423846944173177,-2.616137255653216,-2.6173733747501533,-2.228312881608845,30,4
mp-1205756,DyMgAu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1205756.cif,train,-0.7490560766666666,-3.834913465711805,-0.7279029311471037,-0.7287960538421636,-0.447691460413827,9,3
mp-31430,Na2In,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-31430.cif,train,-0.1758322733333332,-1.895607630411784,-0.2332883885641432,-0.2326662388997054,-0.4284838230275735,24,2
mp-556993,NiBiPO5,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-556993.cif,train,-1.8805934405282727,-6.314171314239502,-1.7109619639345004,-1.7094953151799412,-2.1711135274755837,32,4
mp-18198,ScSnPt,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-18198.cif,train,-1.082850523888889,-6.469191657172309,-1.0349661574729172,-1.0357076686299544,-0.8023218264790704,18,3
mp-28740,SrTi11O20,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-28740.cif,train,-3.276530235885417,-8.853915214538574,-3.376325013627896,-3.378325915294088,-2.7485550534896435,64,3
mp-8431,Ca(BRh)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-8431.cif,train,-0.694840468999999,-6.614807891845703,-0.6193832067174903,-0.6186469415540135,-0.8503816411387057,10,3
mp-555165,SiO2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-555165.cif,train,-3.0149218543750003,-7.8803761800130205,-3.156263360096089,-3.1583369165916317,-2.5056984170182006,48,2
mp-1105861,Tm3Ge3Ru2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1105861.cif,train,-0.8661436868750023,-6.508752822875977,-0.8144848663183826,-0.8150176456275684,-0.6473288029628282,16,3
mp-22713,Ce2Ni2Sn,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-22713.cif,train,-0.5059245419999996,-5.982871246337891,-0.5714079531859984,-0.570986919488389,-0.7035045534531723,5,3
mp-865118,NaPrAu2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865118.cif,train,-0.6483735204166621,-3.747294425964356,-0.6459604084380728,-0.6465279422753971,-0.4679003365974901,4,3
mp-1222754,LaYMg6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1222754.cif,train,-0.1140561318750013,-2.732386589050293,-0.1235675293730302,-0.1232847786028896,-0.2122787552578913,8,3
mp-1209557,PrHf2F11,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1209557.cif,train,-4.196558104047619,-7.148083823067801,-4.258886908573979,-4.261986916469652,-3.286279475645937,28,3
mp-567172,Cs2NaYbCl6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-567172.cif,train,-2.400583374999999,-3.386445999145508,-2.0434877962472937,-2.0452356478893874,-1.4951106449753797,10,4
mp-1096463,Sc2CdAu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1096463.cif,train,1.8646190725000016,-2.46840500831604,1.7068603969048306,1.7142953734503696,-0.6258154204363758,4,3
mp-542930,Eu2(Ga3Ir)3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-542930.cif,train,-0.6706002728571434,-5.903838566371372,-0.6396352416898914,-0.639883895713413,-0.5616216495837723,28,3
mp-1186486,Pm2RuPt,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1186486.cif,train,-0.6610729974999998,-6.804642677307129,-0.6533212845170526,-0.6533605399936517,-0.6410051325610656,4,3
mp-1180746,KMnF3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1180746.cif,train,-3.008392405646552,-5.597019958496094,-2.842368627394049,-2.843495105241205,-2.488943486542291,10,3
mp-4930,TiAl2O5,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-4930.cif,train,-3.3160627788020847,-8.02061939239502,-3.3863056501609785,-3.389351307134376,-2.430750467667105,16,3
mp-862755,PrCd3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-862755.cif,train,-0.3468840704166638,-2.184201240539551,-0.3304929793236475,-0.331150289932113,-0.1242660260207938,4,2
mp-22466,SrIn4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-22466.cif,train,-0.3996929139999992,-2.7897315979003907,-0.3806295399879991,-0.3803102239594498,-0.480812879283657,5,2
