id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1111421,K3LuCl6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1111421.cif,train,-2.2910479652916664,-3.95550422668457,-2.2117144897179464,-2.208870557719119,-1.4730855236897915,10,3
mp-1228329,Ba2PtAu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1228329.cif,train,-0.7671496675,-4.022584915161133,-0.8153713620447753,-0.8165050791496764,-1.109821543453834,4,3
mp-1214710,BaAs2F12,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1214710.cif,train,-2.6255550048333323,-4.693317667643229,-2.828783103131581,-2.8304402995343407,-3.259191870281489,60,3
mp-863724,InPd2Au,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-863724.cif,train,-0.434341507500001,-4.489234447479248,-0.4208217136385848,-0.4205680292544427,-0.3549345424847627,4,3
mp-1094694,MgCd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1094694.cif,train,-0.0698242999999981,-1.2088971932729085,-0.0696051538343811,-0.0692345054130347,0.0266600382783694,6,2
mp-867343,Li3Cd,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-867343.cif,train,-0.1753756374999993,-1.8360188007354736,-0.2706740686477396,-0.271996228450404,-0.6140667827750882,4,2
mp-13944,Li3AlN2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-13944.cif,train,-1.0450837983333336,-5.203509012858073,-0.9935827489193684,-0.9930691297848186,-0.8601850549859893,48,3
mp-7206,TcAgO4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-7206.cif,train,-1.268720166666668,-6.540063222249349,-1.447914347691409,-1.4505288489519357,-2.12695532459799,12,3
mp-3346566,Ca5Mg(CO3)6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-3346566.cif,train,-2.374640989416666,-7.423846944173177,-2.624285064595433,-2.622817993818489,-2.2432559220155834,30,4
mp-1205756,DyMgAu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1205756.cif,train,-0.7490560766666666,-3.834913465711805,-0.7267879619047481,-0.7259087049337412,-0.4984264301837788,9,3
mp-31430,Na2In,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-31430.cif,train,-0.1758322733333332,-1.895607630411784,-0.2396031556298405,-0.2405223213413121,-0.4783298267866968,24,2
mp-556993,NiBiPO5,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-556993.cif,train,-1.8805934405282727,-6.314171314239502,-1.7299442971907473,-1.731850513463871,-2.2250287631432326,32,4
mp-18198,ScSnPt,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-18198.cif,train,-1.082850523888889,-6.469191657172309,-1.027065871000605,-1.0260161302288564,-0.7544261098609122,18,3
mp-28740,SrTi11O20,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-28740.cif,train,-3.276530235885417,-8.853915214538574,-3.404626256942799,-3.402021497271048,-2.7281153755648413,64,3
